scan,side,min_disk,min_cur,nl_disk,nl_cur,l20_disk,l20_cur,Qin_disk,Qin_cur
102,right,0.9368590694281148,0.9368590694281147,2,2,,,2.169715229222083,2.169715229222083
103,left,0.9822686270020358,0.9822685855982244,3,2,0.9779936412470698,0.9779936000342567,1.0091117438002442,1.0091365200306501
103,right,0.9643281904812104,0.9643281904812103,1,1,,,1.507646572285536,1.507646572285536
109,left,0.9781290397273824,0.9781290397273823,1,1,0.9853857087775318,0.9853857087775318,0.3912532757292118,0.39125327572921187
109,right,0.8941450167589465,0.8941450167589465,2,2,0.8948949075226542,0.8948949075226542,0.6421898960214901,0.6421898960214901
112,left,0.976844364445092,0.9768443644450919,2,2,0.9780748284001136,0.9780748284001137,0.6843854848591187,0.6843854848591187
112,right,0.9466842307223556,0.9466842307223557,0,0,,,1.4558723369746436,1.4558723369746436
114,left,0.9258813116608692,0.9258813116608692,4,4,0.9334062271735492,0.9334062271735493,3.2004982078283515,3.2004982078283515
114,right,0.9780620681642548,0.9780620681642548,0,0,,,0.3337122943634418,0.33371229436344185
124,left,0.9573058771990044,0.9573058771990043,1,1,0.9675144007951556,0.9675144007951557,0.5532212346271446,0.5532212346271446
124,right,0.9599236653880516,0.9599236653880517,0,0,,,0.3217517532497703,0.32175175324977034
125,left,0.8941423330080963,0.9013553189090965,4,3,0.9401403305194324,0.9477597899331519,7.382243281782371,7.394301699615952
125,right,0.9326160780513624,0.9326160780513625,1,1,0.9470845372217994,0.9470845372217994,1.563579483248714,1.563579483248714
129,left,0.9649242686262676,0.9649239612152559,5,3,,,3.0694892168384165,3.0696830514980977
129,right,0.9657477724363436,0.9657477724363437,1,1,,,2.1508400097833373,2.1508400097833373
138,left,0.9614447233571328,0.9614447233571327,3,3,0.9614447233571328,0.9614447233571327,1.631423590037803,1.631423590037803
138,right,0.9440742501049176,0.9440742501049175,0,0,,,1.3430785360199131,1.3430785360199133
139,left,0.974516578868292,0.9745128312151246,3,2,0.9827570118733138,0.9827529516837462,1.6392964112816983,1.6394073535046847
139,right,0.9452710690784952,0.9452710690784953,2,2,,,0.5828548624115824,0.5828548624115824
